market_id,strategy,subtype,direction,ts_exec,outcome_real,resultado_nuestro,n_validadas_lado_ganador,n_validadas_lado_perdedor,lag_min_ganador_s,lags_ganador_s
3196997,BALLENAS_TARDIAS,BTC#15min,BUY_YES,2026-07-30T04:35:32+00:00,YES,GANANCIA,0,0,,
3128882,BALLENAS_TARDIAS,ETH#5min,BUY_YES,2026-07-28T17:42:52+00:00,YES,GANANCIA,13,24,29.0,70.0;67.0;57.0;54.0;51.0;40.0;-29.0;-36.0;-45.0;-45.0;-122.0;-122.0;-138.0
3129031,BALLENAS_TARDIAS,ETH#5min,BUY_YES,2026-07-28T18:19:51+00:00,NO,PERDIDA,19,21,7.0,7.0;7.0;7.0;7.0;-16.0;-19.0;-67.0;-73.0;-83.0;-136.0;-142.0;-145.0;-146.0;-154.0;-154.0;-155.0;-163.0;-169.0;-172.0
3129096,BALLENAS_TARDIAS,ETH#5min,BUY_YES,2026-07-28T18:22:33+00:00,YES,GANANCIA,18,26,5.0,74.0;70.0;16.0;14.0;7.0;5.0;-20.0;-34.0;-70.0;-98.0;-98.0;-106.0;-109.0;-109.0;-113.0;-118.0;-131.0;-140.0
3129120,BALLENAS_TARDIAS,ETH#5min,BUY_YES,2026-07-28T18:32:55+00:00,YES,GANANCIA,17,23,4.0,70.0;4.0;-12.0;-30.0;-47.0;-48.0;-48.0;-50.0;-59.0;-65.0;-66.0;-87.0;-107.0;-108.0;-120.0;-122.0;-173.0
3199867,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,BTC#15min,BUY_YES,2026-07-30T08:32:46+00:00,YES,GANANCIA,0,0,,
3200075,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,BTC#15min,BUY_YES,2026-07-30T09:08:19+00:00,YES,GANANCIA,26,18,1.0,286.0;277.0;277.0;274.0;274.0;271.0;271.0;269.0;269.0;242.0;215.0;211.0;206.0;185.0;169.0;161.0;151.0;109.0;65.0;61.0;58.0;5.0;1.0;-37.0;-37.0;-61.0
3200126,BALLENAS_TARDIAS,BTC#15min,BUY_YES,2026-07-30T09:21:30+00:00,YES,GANANCIA,58,21,2.0,219.0;158.0;155.0;155.0;147.0;146.0;144.0;144.0;138.0;129.0;128.0;122.0;117.0;104.0;104.0;102.0;90.0;89.0;89.0;87.0;86.0;86.0;84.0;83.0;81.0;81.0;80.0;80.0;77.0;77.0;77.0;74.0;72.0;66.0;66.0;65.0;62.0;50.0;29.0;29.0;24.0;12.0;11.0;11.0;11.0;9.0;9.0;9.0;9.0;9.0;8.0;2.0;-9.0;-19.0;-55.0;-79.0;-82.0;-109.0
3201632,BALLENAS_TARDIAS,BTC#15min,BUY_YES,2026-07-30T13:25:34+00:00,NO,PERDIDA,48,33,7.0,265.0;265.0;214.0;214.0;209.0;200.0;199.0;199.0;196.0;194.0;193.0;182.0;179.0;179.0;176.0;172.0;172.0;170.0;169.0;161.0;160.0;149.0;148.0;143.0;142.0;140.0;139.0;136.0;134.0;130.0;127.0;125.0;125.0;125.0;125.0;119.0;110.0;110.0;109.0;61.0;50.0;43.0;43.0;22.0;19.0;19.0;7.0;-7.0
3201773,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,BTC#15min,BUY_YES,2026-07-30T13:49:35+00:00,YES,GANANCIA,0,0,,
3155791,FAVORITO_CONFIRMADO,BTC#60min,BUY_NO,2026-07-30T14:04:44+00:00,NO,GANANCIA,0,0,,
3201897,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,BTC#15min,BUY_YES,2026-07-30T14:31:42+00:00,YES,GANANCIA,0,0,,
3202093,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,BTC#15min,BUY_YES,2026-07-30T15:04:05+00:00,YES,GANANCIA,0,0,,
3202096,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,ETH#15min,BUY_YES,2026-07-30T15:04:17+00:00,NO,PERDIDA,10,19,85.0,292.0;208.0;202.0;201.0;201.0;174.0;157.0;153.0;117.0;85.0
3202170,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,BTC#15min,BUY_YES,2026-07-30T15:37:06+00:00,YES,GANANCIA,29,25,74.0,285.0;275.0;275.0;254.0;234.0;225.0;224.0;219.0;191.0;189.0;189.0;185.0;164.0;144.0;129.0;123.0;123.0;114.0;108.0;104.0;101.0;99.0;90.0;78.0;78.0;75.0;75.0;75.0;74.0
3203560,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,BTC#15min,BUY_YES,2026-07-30T16:01:27+00:00,YES,GANANCIA,33,17,4.0,212.0;192.0;170.0;156.0;134.0;120.0;98.0;96.0;96.0;96.0;96.0;96.0;96.0;96.0;59.0;59.0;48.0;36.0;30.0;30.0;30.0;14.0;14.0;-4.0;-4.0;-4.0;-4.0;-4.0;-4.0;-4.0;-30.0;-33.0;-70.0
3203560,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,BTC#15min,BUY_YES,2026-07-30T16:01:28+00:00,YES,GANANCIA,33,17,5.0,211.0;191.0;169.0;155.0;133.0;119.0;97.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;58.0;58.0;47.0;35.0;29.0;29.0;29.0;13.0;13.0;-5.0;-5.0;-5.0;-5.0;-5.0;-5.0;-5.0;-31.0;-34.0;-71.0
3205415,GBM_LATE_15M,SOL#15min,BUY_YES,2026-07-30T16:37:17+00:00,NO,PERDIDA,10,15,20.0,193.0;168.0;166.0;121.0;96.0;-20.0;-33.0;-78.0;-107.0;-246.0
3205500,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,BTC#15min,BUY_YES,2026-07-30T16:48:23+00:00,YES,GANANCIA,27,11,73.0,223.0;220.0;204.0;199.0;199.0;198.0;189.0;172.0;168.0;166.0;166.0;139.0;138.0;127.0;115.0;102.0;102.0;102.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;73.0;73.0
3206153,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,BTC#15min,BUY_YES,2026-07-30T17:01:50+00:00,NO,PERDIDA,0,0,,
3206713,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,BTC#15min,BUY_YES,2026-07-30T18:06:56+00:00,NO,PERDIDA,54,32,10.0,297.0;265.0;246.0;226.0;210.0;210.0;210.0;210.0;207.0;207.0;205.0;205.0;184.0;184.0;183.0;183.0;183.0;183.0;183.0;141.0;139.0;138.0;135.0;132.0;132.0;111.0;111.0;100.0;97.0;97.0;88.0;88.0;88.0;69.0;69.0;69.0;69.0;69.0;69.0;67.0;67.0;67.0;67.0;67.0;67.0;66.0;61.0;60.0;52.0;51.0;13.0;12.0;10.0;10.0
3207751,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,BTC#15min,BUY_YES,2026-07-30T19:02:02+00:00,YES,GANANCIA,50,11,0.0,300.0;292.0;282.0;282.0;279.0;277.0;274.0;270.0;268.0;268.0;267.0;130.0;103.0;99.0;97.0;76.0;75.0;73.0;73.0;70.0;69.0;64.0;64.0;45.0;22.0;22.0;22.0;22.0;22.0;22.0;21.0;21.0;21.0;16.0;0.0;-2.0;-2.0;-2.0;-3.0;-42.0;-42.0;-42.0;-45.0;-69.0;-69.0;-69.0;-69.0;-69.0;-69.0;-69.0
3208488,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,BTC#15min,BUY_YES,2026-07-30T19:24:13+00:00,YES,GANANCIA,60,52,1.0,164.0;164.0;164.0;164.0;164.0;164.0;158.0;155.0;154.0;154.0;146.0;146.0;143.0;142.0;142.0;142.0;142.0;140.0;140.0;140.0;140.0;119.0;112.0;109.0;104.0;82.0;71.0;62.0;62.0;62.0;52.0;38.0;35.0;34.0;34.0;34.0;34.0;31.0;28.0;4.0;1.0;1.0;1.0;-1.0;-13.0;-22.0;-23.0;-25.0;-38.0;-56.0;-67.0;-70.0;-82.0;-82.0;-83.0;-83.0;-85.0;-86.0;-127.0;-128.0
3210246,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,BTC#15min,BUY_YES,2026-07-30T20:01:04+00:00,NO,PERDIDA,0,0,,
3187819,FAVORITO_CONFIRMADO,BTC#60min,BUY_NO,2026-07-30T20:15:32+00:00,NO,GANANCIA,0,0,,
3214649,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,BTC#15min,BUY_YES,2026-07-30T23:03:57+00:00,YES,GANANCIA,6,42,132.0,186.0;141.0;141.0;141.0;138.0;132.0
3214041,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,ETH#15min,BUY_YES,2026-07-30T23:08:48+00:00,YES,GANANCIA,10,6,105.0,-105.0;-150.0;-150.0;-150.0;-157.0;-157.0;-186.0;-186.0;-219.0;-300.0
3214270,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,ETH#15min,BUY_YES,2026-07-30T23:40:29+00:00,NO,PERDIDA,43,37,0.0,204.0;204.0;193.0;192.0;118.0;109.0;88.0;81.0;79.0;79.0;73.0;73.0;72.0;72.0;72.0;72.0;72.0;61.0;61.0;61.0;49.0;49.0;42.0;40.0;33.0;31.0;30.0;27.0;22.0;18.0;18.0;18.0;18.0;10.0;6.0;3.0;0.0;0.0;-2.0;-5.0;-6.0;-8.0;-8.0
3192543,FAVORITO_CONFIRMADO,BTC#60min,BUY_NO,2026-07-30T23:45:26+00:00,NO,GANANCIA,7,14,38.0,216.0;-38.0;-39.0;-41.0;-41.0;-44.0;-44.0
3199371,FAVORITO_CONFIRMADO,BTC#60min,BUY_NO,2026-07-31T07:07:57+00:00,NO,GANANCIA,10,11,9.0,267.0;212.0;92.0;90.0;90.0;9.0;-73.0;-73.0;-135.0;-201.0
3219673,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,ETH#15min,BUY_YES,2026-07-31T08:50:57+00:00,YES,GANANCIA,7,13,110.0,300.0;287.0;287.0;281.0;134.0;110.0;-205.0
3199979,FAVORITO_CONFIRMADO,BTC#60min,BUY_NO,2026-07-31T09:06:07+00:00,NO,GANANCIA,0,0,,
3201538,FAVORITO_CONFIRMADO,BTC#60min,BUY_NO,2026-07-31T13:14:10+00:00,NO,GANANCIA,0,0,,
3221748,GBM_LATE_15M,ETH#15min,BUY_YES,2026-07-31T13:23:29+00:00,YES,GANANCIA,43,10,6.0,141.0;124.0;123.0;120.0;81.0;76.0;73.0;-6.0;-89.0;-89.0;-140.0;-140.0;-141.0;-143.0;-144.0;-146.0;-146.0;-147.0;-149.0;-150.0;-152.0;-153.0;-155.0;-155.0;-156.0;-158.0;-159.0;-161.0;-161.0;-162.0;-164.0;-165.0;-167.0;-167.0;-168.0;-170.0;-171.0;-191.0;-191.0;-197.0;-240.0;-248.0;-248.0
3222522,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,ETH#15min,BUY_YES,2026-07-31T14:49:13+00:00,NO,PERDIDA,6,3,187.0,275.0;268.0;230.0;230.0;230.0;187.0
3205517,FAVORITO_CONFIRMADO,BTC#60min,BUY_NO,2026-07-31T17:08:25+00:00,YES,PERDIDA,6,4,20.0,22.0;-20.0;-244.0;-245.0;-266.0;-266.0
3229153,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,ETH#15min,BUY_YES,2026-07-31T18:51:49+00:00,YES,GANANCIA,12,9,52.0,118.0;-52.0;-52.0;-73.0;-166.0;-181.0;-214.0;-221.0;-230.0;-281.0;-284.0;-287.0
3207259,FAVORITO_CONFIRMADO,BTC#60min,BUY_NO,2026-07-31T19:09:20+00:00,NO,GANANCIA,0,0,,
3210167,FAVORITO_CONFIRMADO,BTC#60min,BUY_NO,2026-07-31T20:06:13+00:00,NO,GANANCIA,0,0,,
3212545,FAVORITO_CONFIRMADO,BTC#60min,BUY_NO,2026-07-31T23:46:34+00:00,NO,GANANCIA,20,25,13.0,89.0;41.0;38.0;37.0;37.0;31.0;29.0;28.0;28.0;28.0;26.0;22.0;13.0;-32.0;-65.0;-82.0;-83.0;-83.0;-97.0;-190.0
3236799,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,ETH#15min,BUY_YES,2026-08-01T04:24:20+00:00,NO,PERDIDA,24,45,5.0,298.0;297.0;295.0;261.0;241.0;207.0;144.0;144.0;144.0;135.0;126.0;72.0;70.0;9.0;-5.0;-5.0;-24.0;-27.0;-33.0;-53.0;-74.0;-129.0;-221.0;-222.0
3240463,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,ETH#15min,BUY_YES,2026-08-01T13:38:06+00:00,YES,GANANCIA,26,9,3.0,296.0;287.0;269.0;258.0;258.0;237.0;237.0;236.0;231.0;225.0;225.0;207.0;198.0;50.0;50.0;44.0;35.0;3.0;-9.0;-33.0;-46.0;-46.0;-67.0;-85.0;-120.0;-162.0
3222535,FAVORITO_CONFIRMADO,BTC#60min,BUY_NO,2026-08-01T15:07:59+00:00,NO,GANANCIA,1,4,43.0,43.0
3240870,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,ETH#15min,BUY_YES,2026-08-01T15:39:56+00:00,NO,PERDIDA,20,13,49.0,279.0;262.0;250.0;222.0;208.0;178.0;159.0;148.0;141.0;82.0;82.0;51.0;51.0;51.0;51.0;51.0;49.0;-168.0;-180.0;-182.0
3244590,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,ETH#15min,BUY_YES,2026-08-01T19:05:57+00:00,YES,GANANCIA,33,8,8.0,282.0;282.0;197.0;185.0;185.0;185.0;185.0;185.0;101.0;9.0;8.0;-22.0;-24.0;-166.0;-198.0;-208.0;-211.0;-211.0;-214.0;-214.0;-214.0;-214.0;-214.0;-216.0;-216.0;-216.0;-216.0;-216.0;-216.0;-216.0;-217.0;-217.0;-244.0
3229247,FAVORITO_CONFIRMADO,BTC#60min,BUY_NO,2026-08-01T19:16:25+00:00,NO,GANANCIA,0,0,,
3246708,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,ETH#15min,BUY_YES,2026-08-01T19:51:54+00:00,YES,GANANCIA,44,10,2.0,297.0;281.0;264.0;257.0;249.0;245.0;243.0;243.0;243.0;243.0;228.0;219.0;218.0;218.0;203.0;201.0;197.0;195.0;179.0;159.0;150.0;117.0;107.0;86.0;81.0;81.0;77.0;57.0;39.0;30.0;9.0;2.0;-15.0;-31.0;-49.0;-57.0;-79.0;-96.0;-108.0;-129.0;-132.0;-132.0;-294.0;-295.0
3247610,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,ETH#15min,BUY_YES,2026-08-01T21:22:57+00:00,YES,GANANCIA,34,7,0.0,174.0;167.0;167.0;147.0;134.0;111.0;110.0;74.0;59.0;59.0;27.0;11.0;8.0;0.0;-21.0;-84.0;-114.0;-127.0;-135.0;-171.0;-172.0;-177.0;-193.0;-213.0;-214.0;-214.0;-214.0;-240.0;-271.0;-294.0;-294.0;-294.0;-295.0;-295.0
3247985,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,ETH#15min,BUY_YES,2026-08-01T21:56:50+00:00,YES,GANANCIA,22,19,12.0,180.0;171.0;166.0;154.0;148.0;132.0;132.0;132.0;123.0;-12.0;-17.0;-27.0;-50.0;-72.0;-87.0;-99.0;-99.0;-99.0;-132.0;-198.0;-249.0;-282.0
3254457,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,ETH#15min,BUY_YES,2026-08-02T04:05:15+00:00,YES,GANANCIA,40,29,3.0,293.0;260.0;243.0;240.0;240.0;236.0;228.0;215.0;203.0;183.0;170.0;134.0;134.0;108.0;108.0;108.0;108.0;108.0;87.0;68.0;51.0;39.0;21.0;3.0;-27.0;-57.0;-69.0;-69.0;-100.0;-115.0;-130.0;-142.0;-142.0;-192.0;-192.0;-207.0;-207.0;-237.0;-237.0;-238.0
3268918,GBM_LATE_15M,SOL#15min,BUY_YES,2026-08-02T17:49:26+00:00,NO,PERDIDA,12,19,72.0,286.0;274.0;-72.0;-74.0;-87.0;-87.0;-146.0;-164.0;-164.0;-212.0;-249.0;-255.0
3271939,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,ETH#15min,BUY_YES,2026-08-02T19:25:59+00:00,NO,PERDIDA,30,26,0.0,229.0;214.0;211.0;190.0;165.0;165.0;163.0;162.0;148.0;147.0;147.0;147.0;147.0;145.0;135.0;135.0;118.0;16.0;12.0;7.0;6.0;1.0;0.0;-39.0;-42.0;-42.0;-44.0;-45.0;-86.0;-209.0
3273066,FAVORITO_CONFIRMADO_15MIN_ALTACONVICCION,ETH#15min,BUY_YES,2026-08-02T19:38:46+00:00,YES,GANANCIA,33,6,13.0,218.0;197.0;190.0;170.0;160.0;139.0;124.0;95.0;79.0;64.0;52.0;35.0;32.0;28.0;28.0;19.0;14.0;13.0;13.0;13.0;13.0;-119.0;-158.0;-160.0;-196.0;-196.0;-209.0;-211.0;-235.0;-235.0;-241.0;-244.0;-244.0
3262130,FAVORITO_CONFIRMADO,BTC#60min,BUY_NO,2026-08-03T15:01:40+00:00,NO,GANANCIA,0,0,,
3291290,GBM_LATE_15M,SOL#15min,BUY_YES,2026-08-03T16:50:42+00:00,YES,GANANCIA,4,13,120.0,248.0;173.0;120.0;-286.0
3270642,FAVORITO_CONFIRMADO,BTC#60min,BUY_NO,2026-08-03T19:09:14+00:00,NO,GANANCIA,0,0,,
